LK0013|835fd7bafd36|不同类别业余无线电台的主要区别在于：|B|||设置和操作人员的业余无线电知识和技术水平|允许发射的频率范围和最大发射功率|所用业余无线电台的天线的高度和长度|所用业余无线电台设备的功能和价格
LK0014|78c7d1ea7590|A类业余无线电台允许发射的发射频率为：|D|||各VHF和UHF频段|各业余业务和卫星业余业务频段|所有VHF和UHF频段|30-3000MHz范围内的各业余业务和卫星业余业务频段
LK0017|c9121cb783af|A类业余无线电台允许发射的最大发射功率为不大于：|B|||30MHz以上业余频段不大于100瓦，30MHz以下业余频段不大于25瓦|25瓦|100瓦|30MHz以下业余频段不大于100瓦，30MHz以上业余频段不大于25瓦
LK0026|fa46b05da2e4|个人申请设置具有发信功能的业余无线电台的年龄条件是：|B|||年满十四周岁|年满十八周岁|具备《业余无线电台操作证书》者申请设置业余无线电台不受年龄限制|年满十六周岁
LK0027|8c684f50e5c5|独立操作具有发信功能业余无线电台的年龄条件是：|A|||具备《业余无线电台操作证书》者操作业余无线电台不受年龄限制|年满十六周岁|年满十四周岁|年满十八周岁
LK0041|0dbad81534b1|申请设置业余无线电台应当具备的条件有：|A|||熟悉无线电管理规定、具备国家规定的操作技术能力、发射设备符合国家技术标准、法律和行政法规规定的其他条件|熟悉无线电管理规定、具备国家规定的操作技术能力、发射设备符合国家技术标准、当地无线电管理机构委托的受理机构设置的其他条件|加入指定协会、具备当地无线电管理机构规定的操作技术能力、发射设备符合国家技术标准、法律和行政法规规定的其他条件|熟悉无线电管理规定、具备当地无线电管理机构委托的考试机构设置的操作技术能力标准、发射设备符合国家技术标准、法律和行政法规规定的其他条件
LK0042|19cb9a7f5448|使用业余无线电台应当具备的条件有：|A|||熟悉无线电管理规定、具备国家规定的操作技术能力并取得相应操作技术能力证明|使用具有发信功能的业余无线电台的，应当年满十八周岁|具备国家或地方无线电管理机构核发的业余无线电台执照|熟悉无线电管理规定、实际上具备国家规定的操作技术能力但不必需取得相应的证明
LK0020|0b9c5330c854|负责组织A类和B类业余无线电台所需操作技术能力的验证的机构是：|D|||地方教育、体育机构及其相关民间组织|地方业余无线电协会|地方无线电管理机构（或其委托单位）|国家无线电管理机构和地方无线电管理机构（或其委托单位）
LK0022|48c280a84c97|2013年1月1日以后新获得的各类业余无线电台操作技术能力证明文件是：|D|||地方无线电协会或者其他业余无线电民间组织出具的盖有公章的证明信件|地方无线电协会或者其他业余无线电民间组织颁发的“业余无线电台操作证书”|中国无线电运动协会颁发的“业余无线电台操作证书”|中国无线电协会颁发的“业余无线电台操作证书”
LK0043|e309df7cd43e|申请设置和使用业余无线电台的条件所规定的“具备国家规定的操作技术能力”，其标志为：|A|||取得相应操作技术能力证明，即中国无线电协会颁发的业余无线电台操作证书|境外无线电管理机构颁发或者开具的业余无线电台执照或证书也可以作为具备国家规定的操作技术能力的证明|业余无线电爱好者公认具备国家规定的操作技术能力的人，可以免交相应的操作技术能力证明|取得相应操作技术能力证明，即地方业余无线电协会所颁发的业余无线电台操作证书
LK0006|c83190ef71ed|合法设置业余电台的必要步骤是：|A|||按《业余无线电台管理办法》的规定办理设置审批手续，并取得业余电台执照|加入指定的业余无线电民间组织,并按其章程规定的办法办理申请手续|经过业余无线电协会或无线电运动协会同意|经过所在单位或居委会批准
LK0010|ec87145c3db6|按照《业余电台管理办法》规定，申请设置使用配备有多台业余无线电发射设备的业余无线电台，应该：|A|||视为一个业余电台，指配一个电台呼号，但所有设备均应经过核定并将参数载入电台执照|视为一个业余电台，指配一个电台呼号，每个频段选择一台设备加以核定并将参数载入电台执照|视为一个业余电台，指配一个电台呼号，其中只需有一台设备加以核定并将参数载入电台执照|每台设备视为一个业余电台，各指配一个电台呼号，并都应经过核定并将参数载入电台执照
LK0023|6a87e04dab9c|个人申请设置业余无线电台应当提交的书面材料为：|A|||两种表格，身份证和操作证书的原件、复印件|三种表格，身份证的原件、复印件|本人写的申请书，身份证和操作证书的原件、复印件|一种表格，身份证和操作证书的原件、复印件
LK0028|a2518b72822b|申请设置下列业余无线电台时应在《业余无线电台设置（变更）申请表》 的“台站种类”选择“特殊”类：|D|||需要到外地移动操作的手持台|用于业余卫星通信的地面业余无线电台|移动操作的车载台|中继台、信标台、空间台
LK0029|ad0af9237254|申请设置信标台、空间台和技术参数需要超出管理办法规定的特殊业余电台的办法为：|D|||先按设置一般业余电台的办法申请，然后再到本地无线电管理机构办理变更执照核定内容|按照设置一般业余电台的办法申请即可，然后根据需要操作就可以|必须由地方业余无线电协会作为申请单位，经本地无线电管理机构办理批准设台|在《业余无线电台设置（变更）申请表》 的“台站种类”选择“特殊”类，由地方无线电管理机构受理和初审后交国家无线电管理机构审批
LK0030|20c7fd54950d|负责受理设置业余无线电台申请的机构为：|A|||设台地地方无线电管理机构或其正式委托的代理受理服务机构|任何地方业余无线电民间组织|中国无线电协会|国家无线电管理机构
LK0031|453a7bc67e55|设置在省、自治区、直辖市范围内通信的业余无线电台，审批机构为：|B|||设台地的地方无线电管理机构所委托的其他单位|设台地的地方无线电管理机构|设台地的地方无线电民间机构|国家无线电管理机构
LK0032|02abfe0752ad|设置通信范围涉及两个以上的省、自治区、直辖市或者涉及境外的一般业余无线电台，审批机构是下列中：|D|||设台地的地方无线电民间组织|设台地地方无线电管理机构|国家无线电管理机构委托的设台地地方无线电民间组织|国家无线电管理机构或其委托的设台地的地方无线电管理机构
LK0033|1be6c4f5576f|按照在省、自治区、直辖市范围内通信所申请设置的业余无线电台，如想要将通信范围扩大至涉及两个以上的省、自治区、直辖市或者涉及境外，或者要到设台地以外进行异地发射操作，须办理下列手续：|B|||只要不会被发现，可以不申请办理变更手续，悄悄越限操作|事先向核发执照的无线电管理机构申请办理变更手续，按相关流程经国家无线电管理机构或其委托的设台地的地方无线电管理机构批准后，换发业余无线电台执照|反正已经有了电台执照，可先扩大操作起来，等执照有效期届满时再申请办理变更手续，换发业余无线电台执照|反正已经有了电台执照，只需向核发执照的无线电管理机构通报变更情况即可，不必申请办理变更和换发执照
LK0044|ff2145512120|业余无线电台执照有效期届满后需要继续使用的，应当在下列期限内向核发执照的无线电管理机构申请办理延续手续：|B|||有效期届满一个月之内|有效期届满一个月前|有效期届满二十天前|有效期届满三个月之内
LK0045|bf68d525ab4b|因改进或调整业余发射设备使业余无线电台的技术参数超出其业余无线电台执照所核定的范围时，应当办理下列手续：|D|||只要设备型号和产品序列号没有改变，不必申请办理变更手续|等执照有效期届满时向核发执照的无线电管理机构申请办理变更手续，换发业余无线电台执照|只需及时向核发执照的无线电管理机构通报变更情况，进行备案即可|及时向核发执照的无线电管理机构申请办理变更手续，换发业余无线电台执照
LK0046|d2c966b4f90c|终止使用业余无线电台的，应当向下列机构申请注销执照：|C|||受国家无线电管理机构委托的全国性业余无线电民间组织|受国家无线电管理机构委托的地方业余无线电民间组织|核发业余无线电台执照的无线电管理机构|国家无线电管理机构
LK0089|1b7ee0213550|经地方无线电管理机构批准设置的业余无线电台，设台地迁入其他省、自治区或者直辖市时，应办理的手续为：|D|||持原电台执照直接到原核发执照的无线电管理机构申请办理变更手续|持原电台执照直接到迁入地的地方无线电管理机构申请办理变更手续|不需要办理任何手续|先到原核发执照的无线电管理机构办理申请注销原业余无线电台，再到迁入地的地方无线电管理机构办理申请设置业余无线电台的手续
LK0090|c5d0c73a4b44|经国家无线电管理机构批准设置的业余无线电台，设台地迁入其他省、自治区或者直辖市时，应办理的手续为：|A|||先到原核发执照的无线电管理机构申请办理注销手续，缴回原电台执照，领取国家无线电管理机构已批准设台的证明，凭证明到迁入地的地方无线电管理机构完成申请变更手续，领取新电台执照|持原电台执照直接到迁入地的地方无线电管理机构申请办理变更手续|不需要办理任何手续|持原电台执照直接到原核发执照的无线电管理机构申请办理变更手续
LK0024|1a0cc7188cc2|业余无线电台专用无线电发射设备的重要特征是：|C|||必须具有数字对讲方式|发射频率必须覆盖所有业余频段|发射频率不得超出业余频段|发射方式必须包含调频
LK0025|097ee5eccd46|业余无线电发射设备的下列指标必须符合国家的相关规定：|A|||频率容限和杂散域发射功率|频率调制频偏和调制度|频率容限和带外发射|指配频带和必要带宽
LK0038|b8f61402e891|业余无线电台使用的发射设备必须符合下列条件：|C|||国产商品设备应当具备《无线电发射设备型号核准证》，国外商品设备符合国际流行技术标准即可|商品设备应当具备《无线电发射设备型号核准证》，自制、改装、拼装设备不受限制|商品设备应当具备《无线电发射设备型号核准证》，自制、改装、拼装设备应通过国家相关技术标准的检测|必须具备《无线电发射设备型号核准证》
LK0039|a3be30cb45bd|对业余无线电台专用无线电发射设备进行型号核准的依据为：|B|||经国家认证的检测单位所制订的技术标准|国家《无线电频率划分规定》中有关无线电发射设备技术指标的规定|地方无线电管理机构制订的技术标准|国家关于专业无线电通信发射设备的技术标准
LK0040|9fe090c8d6bf|业余无线电台专用无线电发射设备的发射频率必须满足的条件是：|A|||发射频率不能超越业余业务或者卫星业余业务频段|发射频率包含至少一个业余业务或者卫星业余业务频段|发射频率可以在业余频段和非业余频段之间选择|发射频率包含所有业余业务或者卫星业余业务频段
LK0116|1c5cbec72c94|业余电台的无线电发射设备应符国家规定的下列主要技术指标：|B|||工作频率范围足够宽、杂散发射不低于最大允许功率电平、带宽大于允许最低值|符合频率容限、符合杂散发射最大允许功率电平|杂散发射不低于最大允许功率电平、频率漂移不低于频率容限、电源利用效率满足节能要求|杂散发射不低于最大允许功率电平、电源电压及频率符合国家电网标准、采用标准天线阻抗
LK0117|dea88a071360|频率容限是发射设备的重要指标，通常用下述单位来表示：|A|||百万分之几（或者赫兹）|百分之几（或者兆赫）|dB|瓦
LK0118|e001c8f2c936|杂散域发射功率是发射设备的重要指标，通常用下述单位来表示：|C|||千赫（或者赫芝）|绝对功率（瓦）|绝对功率dBm、低于载波发射功率的分贝值dBc、低于PEP发射功率的相对值dB|百分之几
LK0125|1b06323cb835|辐射（radiation）是指任何源的能量流以无线电波的形式向外发出。正确的说法是：|A|||闪电产生的电磁波干扰是一种辐射|沿电源线窜入接收机的差模干扰是一种辐射|射频电路中变压器内磁芯里的磁场是一种辐射|射频电路中电容器内极板间的电场是一种辐射
LK0126|47646cf129ac|发射（emission）是指：由无线电发信电台产生的辐射或辐射产物。正确的说法是：|C|||闪电产生的电磁波干扰是一种发射|医用高频电疗机向周围发送的无线电波能量是一种发射|业余电台向周围发送的杂散产物是一种发射|无线电接收机本地振荡器辐射的能量是一种发射
LK0137|8a0a8a4c72da|杂散发射是指必要带宽之外的一个或多个频率的发射，其发射电平可降低而不致影响相应信息的传输。一台发射机，工作频率为145.000MHz，但在435.000MHz的频率上也有发射。这种发射属于：|A|||杂散发射|带内发射|谐波发射|带外发射
LK0139|ca722a401458|业余无线电专用发射设备必须满足的主要技术指标要求包括：|C|||频率容限不低于限值，杂散辐射不超过限值，发射频率不超出国家规定的业余频率|发射功率不低于功率限额，输出阻抗符合工业标准|频率容限和杂散辐射不超过限值，发射频率不超出国家规定的业余频率|频率容限和杂散辐射不超过限值，发射频率包括国家规定的业余频率
LK0047|a95a8d15a456|业余无线电台使用的频率应当符合下述规定：|A|||《中华人民共和国无线电频率划分规定》|ITU《无线电规则》第IV节“频率划分表”|一般业余无线电书籍所叙述的频率|IARU三区“频率规划”
LK0048|9ccdab4cd8a8|业余无线电台在业余业务、卫星业余业务作为次要业务使用的频率或者与其他主要业务共同使用的频率上发射操作时，应当注意：|B|||可以任意使用，但在遇到其他业务电台使用时要主动避让|遵守无线电管理机构对该频率的使用规定|只要遵守了《中华人民共和国无线电频率划分规定》的有关规定即可放心使用|首先守听频率是否已由其他业务电台占用，如听不到，即可按照先来先用的原则放心使用
LK0049|30a7781d426b|关于业余频率的使用，正确的叙述是：|A|||业余无线电台在无线电管理机构核准其使用的频段内，享有平等的频率使用权|依法成立的地方业余无线电民间组织的业余电台，在其常用的台网频率上享有比其他个人设置的业余电台优先的使用权|任何业余无线电台在任何频段都享有平等的频率使用权|业余无线电台在无线电管理机构核准其使用的频段内，不同类别的业余电台享有不同优先程度的频率使用权
LK0113|cf38a8b19734|在无线电管理中，由国家将某个特定的频带列入频率划分表，规定该频带可在指定的条件下供业余业余业务或者卫星业余业务使用，这个过程称为：|B|||分配|划分|指配|授权
LK0114|c71121699f2e|在无线电管理中，将无线电频率或频道规定由一个或多个部门，在指定的区域内供地面或空间无线电通信业务在指定条件下使用，这个过程称为：|A|||分配|指配|授权|划分
LK0115|44f4ec48490e|在无线电管理中，将无线电频率或频道批准给具体的业余无线电台在规定条件下使用，这个过程称为：|B|||授权|指配|分配|划分
LK0140|65c5aa585cf3|在频率划分表中，一个频带被标明划分给多种业务时，这些业务被分为下述类别：|B|||安全业务和一般业务|主要业务和次要业务|业余业务和非业余业务|民用业务和军用业务
LK0141|67baea4aa110|在频率划分表中，当一个频段划分给业余业务或卫星业余业务和多个其他业务，并且业余业务和卫星业余业务作为次要业务时，业余无线电台应该遵循的规则是：|C|||可要求保护不受来自主要业务电台的有害干扰|容许因设备技术问题对主要业务电台产生短时间有害干扰|不得对主要业务电台产生有害干扰|不得对来自同一业务或其他次要业务电台的有害干扰提出保护要求
LK0142|09ce080ee0c0|在频率划分表中，当一个频段划分给业余业务或卫星业余业务和多个其他业务，并且业余业务和卫星业余业务作为次要业务时，业余无线电台遵循的规则是：|B|||不得对来自同一业务或其他次要业务电台的有害干扰提出保护要求|不得对来自主要业务电台的有害干扰提出保护要求|可要求保护不受来自主要业务电台的有害干扰|容许因设备技术问题对主要业务电台产生短时间有害干扰
LK0143|cb2213278be4|在频率划分表中，当一个频段划分给业余业务或卫星业余业务和多个其他业务，并且业余业务和卫星业余业务作为次要业务时，业余无线电台遵循的规则是：|A|||可要求保护不受来自同一业务或其他次要业务电台的有害干扰|可要求保护不受来自主要业务电台的有害干扰|不得对来自同一业务或其他次要业务电台的有害干扰提出保护要求|容许因设备技术问题对主要业务电台产生短时间有害干扰
LK1112|bd2713024466|VHF段的频率范围是多少？|C|||30到300kHz|300到3000MHz|30到300MHz|300到3000kHz
LK1113|fc8a440cc29d|UHF段的频率范围是多少？|C|||30到300kHz|300到3000kHz|300到3000MHz|30到300MHz
LK1114|e0fca23be552|HF段的频率范围是多少？|B|||300到3,000MHz|3到30MHz|300到3,000kHz|30到300MHz
LK0144|42613a318e04|我国分配给业余业务和卫星业余业务专用的频段有：|C|||7MHz、14MHz、28MHz、144MHz、430MHz频段|3.5MHz、14MHz、21MHz、28MHz、10GHz频段|7MHz、14MHz、21MHz、28MHz、47GHz频段|7MHz、14MHz、21MHz、28MHz、144MHz频段
LK0146|98d5a68be7f9|我国分配给业余业务和卫星业余业务与其他业务共用、并且业余业务和卫星业余业务作为主要业务的VHF和UHF频段有：|A|||50MHz、144MHz|144MHz、430MHz|220MHz、430MHz|50MHz、430MHz
LK0147|745371b66a7e|我国分配给业余业务和卫星业余业务与其他业务共用、并且业余业务和卫星业余业务作为唯一主要业务的频段的个数以及在3GHz以下的该类频段分别为：|D|||5个，50-54MHz|5个，28-29.7MHz|4个，7.0-7.2MHz|3个，144-146MHz
LK0148|3063cc165a32|我国分配给业余业务和卫星业余业务与其他业务共用、并且业余业务和卫星业余业务作为次要业务的1200MHz以下频段有：|A|||135.7kHz、10.1MHz、430MHz|3.5MHz、7MHz、50MHz|3.5MHz、18.068MHz、144MHz|10.1MHz、24.89MHz、430MHz
LK0157|621b5e2b651a|俗称的6米业余波段的频率范围以及业余业务和卫星业余业务的使用状态分别为：|C|||52-56MHz，次要业务|50-52MHz，次要业务|50-54MHz，主要业务|51-54MHz，专用
LK0158|78fd92820dba|俗称的2米业余波段的频率范围以及我国业余业务和卫星业余业务的使用状态分别为：|A|||144-148MHz；其中144-146MHz为唯一主要业务，146-148MHz为与其他业务共同作为主要业务|144-146MHz；专用|144-148MHz；次要业务|144-148MHz；其中144-146MHz为专用，146-148MHz为次要业务
LK0159|daedaad1b756|俗称的0.7米业余波段的频率范围以及业余业务和卫星业余业务的使用状态分别为：|A|||430-440MHz，次要业务|430-440MHz，主要业务|430-440MHz，专用|420-470MHz，次要业务
LK0160|862e6a43a5b1|在我国和多数其他国家的频率分配中，业余业务在430-440MHz频段中作为次要业务与其他业务共用。这个频段中我国分配的主要业务是：|A|||无线电定位和航空无线电导航|固定业务|移动业务|水上移动和航空移动
LK0171|fab12a39d93e|VHF业余无线电台在144MHz频段进行本地联络时应避免占用的频率为：|A|||144-144.035MHz和145.8-146MHz|144.035-145.8MHz|144.050-144.053MHz和145.100-145.750MHz|144.035-144.053MHz和145.550-145.750MHz
LK0172|64a44508f651|UHF业余无线电台在430MHz频段进行本地联络时应避免占用的频率为：|A|||431.9-432.240MHz和435-438MHz|430-431.2MHz和435-436MHz|430-431.9MHz和432.240-435MHz|431-432MHz和438-440MHz
LK1031|63d20887c445|430MHz业余频段中留给业余卫星通信使用，话音及其他通信方式不应占用的频率段为：|A|||435MHz至438MHz|432MHz至434MHz|438MHz至439MHz|433MHz至435MHz
LK1032|1679fd078631|144MHz业余频段中留给业余卫星通信使用，话音及其他通信方式不应占用的频率段为：|A|||145.8MHz至146MHz|144.2MHz至144.5MHz|144.8MHz至145MHz|145.4MHz至144.6MHz
LK0077|70fc11ec5f4e|《业余无线电台管理办法》规定业余无线电台设置、正确使用业余无线电台呼号的办法规是：|B|||业余电台在通信中可以用自造的呼号作为无线电管理机构指配的业余电台呼号的补充，一起作为电台的标识|业余无线电台应当在每次通信建立及结束时，主动报出本台呼号，在发射过程中至少每十分钟报出本台呼号一次；对于通信对方，也应使用对方电台的呼号加以标识|业余电台在通信中可以用姓名、代号、适当的别名或者法规定呼号的部分数字和字母代替完整的业余电台呼号作为电台的标识|业余电台在和熟悉的通信对象联络、已经从信号特征确认双方业余电台身份时，可以省略呼号的发送
LK0078|564ab4c26c92|业余无线电台应当在每次通信建立及结束时，主动报出本台呼号，在发射过程中至少每十分钟报出本台呼号一次。这里的“呼号”是指：|B|||可以是完整的电台呼号，也可以是完整电台呼号的任何一部分|完整的电台呼号，如在设台地以外的地点进行异地发射操作，还应在前面加上字母B、操作地分区号和符号“/”|一般指无线电管理机构指配的电台呼号，但也可以是对方能够理解的民间自创呼号、代号、代码等|可以是完整的电台呼号，也可以是电台呼号的分区号加后缀
LK0080|17f58fe6beae|业余无线电台呼号的指配流程是：|A|||无线电管理机构核发业余无线电台执照时，同时指配业余无线电台呼号|无线电管理机构核发业余无线电台执照后，由申请人再向其申请指配呼号|业余无线电台设台人在提交设台申请的同时提出所要求指配的呼号，经服务机构同意后，报无线电管理机构正式指配|在向无线电管理机构委托的受理服务机构提交设台申请窗口后，由服务机构指配呼号
LK0081|7d6293e9b0a6|业余无线电爱好者对业已指配给自己的电台呼号不满意，是否可以申请另行指配业余无线电台呼号？|C|||更新所设置的业余无线电台类别时可以申请另行指配业余无线电台呼号|业余无线电台执照有效期届满、设台人向核发执照的无线电管理机构申请办理延续手续时可以申请另行指配业余无线电台呼号|不可以。核发业余无线电台执照的无线电管理机构已经为申请人指配业余无线电台呼号的，不另行指配其他业余无线电台呼号|可以申请另行指配业余无线电台呼号，但须缴纳额外的费用
LK0082|7e62f4b0dc17|各地业余无线电台呼号前缀字母和后缀字符的可用范围的确定方法是：|D|||地方无线电管理机构根据当地呼号资源的使用情况自行分配|地方无线电民间组织提出建议，当地无线电管理机构批准|由业余无线电爱好者根据需求提出建议，当地无线电管理机构批准|由国家无线电管理机构编制和分配
LK0083|7338cc6cfd93|业余无线电爱好者是否可要求设台地所在地方无线电管理机构给予指配超出业已分配给该地方的前缀字母和后缀字符可用范围的业余无线电台呼号？|A|||不能，特殊业余无线电台呼号只能由国家无线电管理机构指配|可以，但只限于当地业余无线电台参加国际重要业余无线电活动的特殊情况|可以，但只限于与当地政府组织的大型科技活动有关的特殊电台|可以，但只限于与在当地所举办的大型国际或国家级活动有关的特殊电台
LK0091|7bba7eb100c3|设台地迁入其他省、自治区或者直辖市时，业余电台呼号的指配方法为：|C|||必须继续指配原来的电台呼号|必须指配迁入地的新电台呼号|由设台人选择：方法一，注销原电台呼号，指配迁入地的新电台呼号；方法二，申请在迁入地继续指配原来的电台呼号|可以在保留原电台呼号的同时申请指配迁入地的新电台呼号
LK0092|6bd3ddb0ad9a|设台地迁入其他省、自治区或者直辖市时，申请在迁入地继续指配原来的电台呼号的手续为：|A|||先到原核发执照的无线电管理机构申请办理注销手续，缴回原电台执照，取得由迁入地指配原业余无线电台呼号的书面同意，再到迁入地的地方无线电管理机构办理相应的手续、重新指配原电台呼号，领取新的电台执照|不需办理任何手续即可把原电台呼号带到迁入地继续使用|只需到迁入地的地方无线电管理机构申请申请办理为迁移后的电台继续使用原电台呼号的全部手续|只需到原核发执照的无线电管理机构申请申请办理为迁移后的电台继续使用原电台呼号的全部手续
LK1072|c30b2f0406d5|在实际通信中，是否可以把本台呼号的地区号码加后缀视作《业余电台管理办法》所说的“本台呼号”？|A|||不可以。不完整呼号不具有呼号的属性，不能视作呼号|在VHF/UHF频段进行本地呼叫和联络时可以把不完整呼号视作“呼号”|在熟悉的友台之间呼叫和联络中可以把不完整呼号视作“呼号”|在HF频段进行国内呼叫和联络时可以把不完整呼号视作“呼号”
LK0079|f8765bff774d|由国家无线电管理机构批准设台的北京火腿的电台呼号为BH1AAA，把电台带到西安去使用，则本台呼号应该为：|A|||B9/BH1AAA|BH1AAA/B9|BH1AAA/9|B1/BH9AAA
LK0084|3d7d1e97db02|某业余无线电爱好者，自己所设置的业余无线电台呼号为BH1ZZZ。现该爱好者到业余无线电台BH9YYY做客并在该台进行发射操作。应当使用的呼号为：|B|||BH9/BH1ZZZ或者BH1ZZZ|BH9YYY或者B9/BH1ZZZ|BH1ZZZ或者B9/BH1ZZZ|BH1ZZZ/9或者BH1ZZZ/BH9
LK0086|d3f90b3d61e6|某业余无线电爱好者，自己所设置的业余无线电台呼号为BH1ZZZ。现该爱好者将自己的业余无线电台带到湖南进行异地发射操作。应当使用的呼号为：|B|||BH7/BH1ZZZ|B7/BH1ZZZ|BH1ZZZ|BH1ZZZ/B7
LK0087|352a1464fc91|某业余无线电爱好者，自己所设置的业余无线电台呼号为BH1ZZZ。现该爱好者到业余无线电台BH3YYY做客并并在该台进行发射操作。这种发射操作在业余无线电台管理中称为：|D|||移动发射操作|异地发射操作|违章发射操作|客席发射操作
LK0088|5cf7e039137e|某业余无线电爱好者，自己所设置的业余无线电台呼号为BH1ZZZ。现该爱好者将自己的业余无线电台带到广东进行发射操作。这种发射操作在业余无线电台管理中称为：|A|||异地发射操作|违章发射操作|临时发射操作|客席发射操作
LK0093|edab5560f03c|BH1ZZZ由北京迁入河北省，并办妥了由河北无线电管理机构指配使用原电台呼号的全部手续，领取了新的业余无线电台执照。该台在日常通信时应使用呼号：|C|||可任选使用呼号B3/BH1ZZZ或者BH1ZZZ|固定台址发射操作用BH1ZZZ，移动发射操用B3/BH1ZZZ|B3/BH1ZZZ|BH1ZZZ
LK0056|78e2dd5fe51e|某业余电台操作者听到业余专用频率上出现某种显然出自非业余电台的人为干扰发射，于是按下话筒向该发射者宣传无线电管理法规知识。对这种做法的评论应该是：|B|||正确；但有点条乱，不予提倡|错误；违反“业余无线电台的通信对象应当限于业余无线电台”规定。|正确；抓机遇宣传法规，应该提倡|正确；但需注意态度耐心、用语文明
LK0057|7a69e87785cb|在业余无线电台中转发广播电台、互联网聊天、电话通话、其他电台的联络信号，这类行为的性质是：|A|||错误行为；违反“业余无线电台的通信对象应当限于业余无线电台”规定，因为通信中产生信息的一方不是通信业余无线电台本身|正确行为；既然可以联络，不必要限制向话筒送什么内容|如果转发的目的是进行技术调试、用转发信号作为测试信号的话，就是正常行为|不算错误但也不值得提倡
